index,bias
1,-0.0845150351524353
3,-0.031400442123413086
4,0.020446181297302246
5,-0.007667899131774902
6,0.008708834648132324
7,0.05612349510192871
8,-0.0017194747924804688
9,-0.08813208341598511
10,-0.035337209701538086
11,0.0009137392044067383
12,-0.0017222166061401367
13,-0.030945658683776855
14,-0.00305783748626709
16,0.05527341365814209
19,0.020446181297302246
21,0.03529489040374756
22,0.028177738189697266
23,-0.03874015808105469
24,-0.018314242362976074
25,-0.0386427640914917
26,-0.06167745590209961
27,0.012891173362731934
28,0.032497525215148926
29,-0.017580389976501465
30,-0.029023408889770508
31,-0.016875505447387695
32,0.018532276153564453
33,0.028177738189697266
34,-0.019571304321289062
35,0.03667259216308594
36,0.0352405309677124
37,-0.0031213760375976562
38,-0.015169858932495117
39,0.10815006494522095
40,-0.007237911224365234
41,0.01925790309906006
42,-0.12502145767211914
43,-0.05896425247192383
44,0.031388282775878906
45,0.0819019079208374
47,0.015470027923583984
