index,bias
0,0.014939963817596436
1,0.01061868667602539
2,0.042964041233062744
3,-0.023714542388916016
4,0.04078960418701172
5,0.006155610084533691
6,0.010815739631652832
7,0.07823526859283447
8,0.016599297523498535
9,-0.0020738840103149414
10,0.0009578466415405273
12,0.025792717933654785
13,-0.02402186393737793
14,0.011301159858703613
15,0.007542610168457031
16,0.014035701751708984
17,0.042964041233062744
18,0.03335416316986084
19,0.04078960418701172
20,0.03092372417449951
21,-0.024373888969421387
22,0.005839228630065918
23,0.05070483684539795
25,0.008100628852844238
26,-0.0038383007049560547
27,0.036463379859924316
28,0.007719516754150391
29,-0.01135408878326416
30,0.003124833106994629
31,0.06594324111938477
32,0.03702503442764282
33,0.005839228630065918
34,0.056290626525878906
35,0.013830423355102539
36,0.051114559173583984
37,0.016614317893981934
38,0.0666511058807373
39,-0.035415470600128174
40,0.019398212432861328
41,-0.012629508972167969
42,-0.006089687347412109
43,-0.015932440757751465
44,-0.053516685962677
45,0.022795915603637695
46,0.0464634895324707
